sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,price,yr_built
780,10235,1.5,0,780,0,167000,1989
2080,8000,1,0,1390,690,500000,1964
1410,7200,2,0,1410,0,700000,1901
520,5600,1,0,520,0,295000,1918
3500,4080,2,2,2590,910,1.01E+06,2004
840,5265,1,0,840,0,209000,1969
2240,9200,1,0,1440,800,276000,1968
2100,5857,2,0,2100,0,380000,2002
1750,12500,1,0,1150,600,315000,1954
3130,60467,2,0,3130,0,685530,1996
1470,20000,1,0,1470,0,254600,1968
1440,5600,1,0,720,720,230000,1942
1430,1249,3,0,1430,0,335000,2003
2170,9600,1,0,1460,710,550000,1980
1150,8050,1.5,0,1150,0,123300,1956
2170,9658,1.5,0,2170,0,275436,1966
2630,3435,1.5,3,1640,990,325000,1984
2490,40608,2,0,2490,0,635000,1997
1710,5000,1,0,1110,600,513000,1944
2130,35752,1,0,1490,640,580000,1980
940,9272,1,0,940,0,225000,1954
1400,9460,1,0,1060,340,265000,1961
1630,3000,1,0,930,700,313000,1978
1370,8400,1,0,1370,0,296000,1948
2380,15800,1,0,1680,700,655500,1957
2140,12058,1,0,2140,0,250750,1951
1970,8545,2,0,1970,0,438000,2004
2550,54014,2,0,1980,570,590000,1967
1080,5250,1,0,1080,0,329500,1947
3070,9645,2,0,2110,960,1.20E+06,1987
1470,6000,1,0,900,570,415000,1944
3620,42580,2,0,3620,0,900000,1984
1050,57499,1,0,1050,0,378000,1975
1050,403365,1,3,1050,0,474000,1905
1320,3625,2,0,1320,0,464000,1900
1210,7649,1,0,1210,0,310000,1956
1860,7190,2,1,1860,0,580000,1952
2830,505166,1,3,1830,1000,999000,1962
810,6480,1,0,810,0,510000,1942
1630,7475,1,1,1160,470,650000,1940
880,19600,1,0,880,0,196000,1978
1660,11664,1,0,1010,650,220000,1952
3440,10628,2,2,3440,0,855000,1985
2110,10454,1,0,1440,670,483000,1978
1060,12000,1,0,1060,0,400000,1952
1900,7984,2,0,1900,0,435000,1993
820,1060,1,0,760,60,219500,2007
4860,23885,2,0,4860,0,2.95E+06,1996
2050,3218,3,0,2050,0,427000,2008
1090,4013,1.5,0,1090,0,430000,1900
1090,4013,1.5,0,1090,0,685000,1900
1920,6250,1,0,1060,860,495000,1937
1870,7942,2,0,1870,0,299950,1990
2690,46609,1.5,0,2690,0,390000,1940
2160,5863,1.5,0,1260,900,385000,1928
3000,10392,2,0,3000,0,740000,1995
2290,2350,2,1,1610,680,991700,1924
2250,9600,2.5,0,1830,420,765000,1909
2130,8734,2,2,2130,0,802000,1961
2500,20000,1,0,1700,800,950000,1969
2300,41167,2,0,2300,0,392000,1988
3360,218235,1,0,3360,0,590000,1989
1920,9000,2,0,1920,0,425000,1989
2440,15143,1.5,4,1740,700,765000,1944
1440,3488,2,0,1440,0,313500,1983
1780,6840,2,0,1780,0,320000,1947
1490,4485,1,0,1350,140,604000,1960
1400,1657,2,0,1060,340,570000,2004
2150,12028,2,0,2150,0,639000,1982
1910,10200,1,0,1910,0,335000,1963
2660,3520,2,0,2080,580,896000,1917
1650,12349,1,0,1650,0,259500,1957
1980,6000,1,0,1380,600,637000,1958
2690,8874,1,0,1370,1320,307450,1980
1380,3561,1,0,860,520,535000,1925
2500,4046,1.5,0,1520,980,669500,1940
1590,7148,1,0,1590,0,259000,1952
1100,3300,1,0,1100,0,441000,1919
1470,1612,2,0,980,490,228800,2003
1680,4950,1,0,1680,0,530000,2006
1450,2272,1,0,750,700,524000,1924
2020,4840,1.5,0,1200,820,430000,1925
2470,4760,1.5,0,1890,580,1.33E+06,1906
1230,12201,1,0,1230,0,210000,1969
1850,5040,1,0,1230,620,449000,1930
2540,7089,2,0,2540,0,945000,2004
970,9130,1,0,970,0,200450,1957
1070,6601,1,0,1070,0,219950,1985
2620,18362,1,0,1870,750,659500,1956
2110,8190,1.5,0,2110,0,746000,1966
2110,7129,1,0,1280,830,540000,1982
1910,5508,1,0,1020,890,485000,1968
670,7844,1,0,670,0,202000,1942
6930,45100,1,0,4310,2620,2.53E+06,1950
2010,11200,1,0,1360,650,502000,1979
1770,10534,1,0,1210,560,279000,2003
1340,4120,1,0,1040,300,409500,1921
1660,15050,1,0,1260,400,453000,1983
1820,5500,1.5,0,1820,0,367000,1947
2510,5400,2,0,2510,0,550000,1992
1560,8314,1,0,1560,0,273500,1962
2280,7400,1,0,1340,940,505000,1978
2650,40705,2,0,2650,0,770000,1994
2470,7447,2,0,2470,0,565000,1984
1270,10092,1,0,1270,0,316000,1971
1520,7298,1.5,0,1520,0,160000,1960
1310,9529,1,0,1310,0,170000,1956
1310,9529,1,0,1310,0,235000,1956
3930,39098,2,0,3930,0,1.80E+06,1999
990,7050,1,0,990,0,310000,1967
2080,13629,1,0,1040,1040,285000,1955
960,4920,1,0,960,0,280000,1942
4070,13860,2,3,4070,0,2.30E+06,2004
2750,16139,2,0,2750,0,763776,1989
3230,13572,1,2,1880,1350,530000,1965
890,211576,1.5,0,890,0,362000,1996
990,4920,1,0,990,0,430000,1931
1290,3880,1.5,0,1290,0,456500,1919
2170,5257,2,0,2170,0,445000,1989
1330,10500,1,0,960,370,386900,1963
1340,13750,1,0,1340,0,479000,1955
2200,4544,2,0,2200,0,525000,2000
2520,10890,1,0,1260,1260,272000,1979
1180,13500,1.5,0,1180,0,517000,1950
2660,7800,1,0,1330,1330,615000,1951
1250,7030,1,0,1250,0,439000,1965
2270,7866,1,0,2270,0,716000,1988
1080,6250,1,2,1080,0,308000,1942
1620,4500,2,0,1620,0,800000,1926
940,5000,1,0,880,60,575000,1941
1620,9310,1,0,1620,0,219950,1967
2350,8001,2,0,2350,0,770000,1987
2090,7505,1,0,2090,0,424950,1967
1760,45133,2,0,1760,0,387000,1984
2050,10920,1,3,1450,600,790000,1974
600,4000,1,0,600,0,156000,1933
2540,7000,1,0,1320,1220,580000,1942
2090,10869,2,0,2090,0,490000,1970
2700,3650,2,2,2070,630,950000,1926
1410,1281,2,0,1090,320,400000,2008
1170,1638,2,0,1170,0,325000,2008
2540,6688,2,0,2540,0,365000,2002
2190,6000,1.5,0,2190,0,255000,1920
3890,13261,2,1,2870,1020,985000,1984
2030,10722,1,0,1100,930,595000,1967
1350,7085,1,0,1350,0,427500,1944
1940,4000,1.5,0,1310,630,728000,1915
1260,4000,1,0,1000,260,549950,1940
2800,10501,1,0,1400,1400,650000,1954
3080,13394,1,2,2230,850,1.13E+06,1968
840,6500,1,0,840,0,203000,1969
860,3300,1,0,860,0,311000,1903
2400,7684,1,0,1200,1200,387500,1932
1640,7200,1,0,1640,0,370000,1963
1060,6100,1,0,1060,0,228000,1951
2080,4800,1,0,1080,1000,740000,1923
2090,6630,1,0,1070,1020,200000,1974
1240,3500,1,0,1240,0,660000,1927
2030,8426,2,0,2030,0,275000,1944
1120,5250,1,0,950,170,708000,1938
1270,9675,2,0,1270,0,280000,1993
2260,5702,2,0,2260,0,325000,2002
1780,47480,2,0,1780,0,495000,1995
1780,3810,1.5,0,980,800,691000,1922
4080,18362,2,2,4080,0,2.29E+06,1983
2120,22482,1,0,1360,760,329500,1979
2060,7458,2,0,2060,0,348000,1989
1670,6212,1,0,1670,0,425000,1947
1080,21043,1,0,1080,0,210000,1942
1210,4895,1,0,710,500,285000,1951
990,8840,1,0,990,0,222000,1966
1720,9600,1,0,1120,600,200000,1961
1530,8749,1,0,1530,0,247500,1995
6550,217374,1,0,5400,1150,1.50E+06,2006
1100,9452,1,0,1100,0,190000,1942
3020,4950,1.5,0,2020,1000,975000,1921
3180,4649,2,0,2070,1110,1.13E+06,1925
1830,12540,1,0,1130,700,283200,1958
2540,8073,1,0,1880,660,650000,1937
1770,6610,1,0,960,810,449500,1954
1470,6682,1,0,1470,0,400000,1987
570,4080,1,0,570,0,89950,1942
960,8291,1,0,960,0,158800,1950
2940,7108,2,1,2220,720,870000,2011
1000,18568,1,0,1000,0,196000,1989
2450,8603,1,0,1340,1110,850000,1940
3310,5101,2,0,3310,0,775000,2005
1670,4308,2,0,1670,0,483500,2001
1620,21929,2,0,1620,0,387000,1990
2990,30869,2,0,2990,0,900000,1951
1240,5000,1,2,1240,0,336000,1964
670,6000,1,0,670,0,415000,1949
1470,979,3,2,1470,0,380000,2006
1320,4400,1,0,1320,0,350000,1909
6110,10369,2,0,6110,0,1.32E+06,2005
2440,5800,1,3,1320,1120,765000,1945
2900,6736,2,0,2900,0,527000,2013
2310,5000,1.5,0,1480,830,524000,1908
1110,5413,1,0,890,220,448000,1937
4100,241322,2,0,2500,1600,775000,1981
930,9900,1.5,0,930,0,176500,1910
2420,11120,1,2,1620,800,750000,1952
2870,6000,1,0,1730,1140,1.27E+06,1951
1480,6750,1,0,1480,0,250000,1958
1960,6390,1.5,2,1960,0,759000,1900
1470,4640,1.5,0,1470,0,640000,1926
2460,4182,2,0,2100,360,990000,1910
1960,7945,1,0,980,980,395000,1946
1160,1103,2,0,890,270,275000,2006
1910,4755,2,0,1910,0,390000,1997
2720,4680,1.5,0,1710,1010,752500,1913
1020,5000,1.5,0,1020,0,450000,1906
900,5100,1,0,900,0,473000,1909
1120,10450,1,0,1120,0,178500,1973
2340,59058,1,0,2340,0,485000,1985
1410,8415,1,0,780,630,215000,1982
1920,4862,1,0,1060,860,589000,1919
1370,9993,1,0,1370,0,325000,1918
1590,1937,2.5,0,1590,0,580000,2004
1850,7500,1,0,1850,0,181100,1954
1430,4200,1,0,830,600,345000,1908
1940,8729,1,0,1460,480,781000,1960
1270,3630,1.5,0,1270,0,402500,1903
1380,7200,1,0,1080,300,426000,1948
1720,4515,2,0,1720,0,389000,2005
4050,36171,2,0,2620,1430,670000,1970
3660,5800,2.5,0,3360,300,1.51E+06,1909
1870,3230,2,0,1870,0,288400,1997
2230,4635,1.5,0,1510,720,700000,1908
2020,6000,1,0,1220,800,830000,1968
3690,32044,2,4,3690,0,1.90E+06,1989
1450,6380,1,0,1450,0,350500,1967
1630,9000,1,0,1630,0,431000,1956
1840,8250,1,1,1340,500,485000,1958
1620,7500,1,2,1620,0,780000,1949
1840,9000,1,2,1340,500,720000,1957
1360,73616,1,0,1360,0,415000,1971
2080,5500,1,0,1040,1040,480000,1941
2550,10000,1,0,1560,990,452250,1979
2550,8170,2,0,2550,0,316000,1985
1160,17635,1,4,1160,0,700000,1945
1760,5500,1,1,780,980,285000,1925
1720,4050,1,0,860,860,575000,1906
2300,12430,1,2,1580,720,590000,1960
2500,20868,1,2,1600,900,587500,1956
1750,10270,1.5,0,1750,0,364000,1968
1890,10190,2,0,1890,0,490000,1986
1800,36704,1,0,1360,440,410000,1978
2160,4297,2,0,2160,0,520000,1999
1380,6591,1,0,1380,0,389000,1947
1180,6000,1,0,1180,0,450000,1910
2550,4240,2,0,2550,0,325000,2006
1070,5000,1,0,1070,0,660000,1924
2870,8170,2,0,2250,620,850000,1995
1940,9874,2,0,1940,0,285000,1990
870,3121,1,0,870,0,395000,1923
1550,2401,2,0,1550,0,440000,1996
1400,5648,1.5,0,1400,0,249000,1917
1210,4400,1.5,0,1210,0,635000,1930
3430,48993,2,0,3430,0,515000,2001
3020,6073,2,0,3020,0,1.40E+06,1954
950,8100,1,0,950,0,200000,1955
3370,8103,1,3,1970,1400,1.14E+06,1970
1460,4600,1,2,780,680,445000,1946
1740,4200,1.5,0,1640,100,555000,1920
1720,6413,1,0,860,860,537000,1950
1480,7500,1,0,1480,0,315000,1968
3320,7266,2,0,3320,0,805000,2000
3490,9030,1.5,0,3490,0,414000,1969
1160,1648,2,0,1160,0,375000,2002
3010,12523,1,0,1780,1230,401000,1952
1030,4583,1,0,1030,0,210000,1967
980,5110,1,0,780,200,365000,1939
1990,18200,1,0,1990,0,178000,1960
1790,4000,1,0,1040,750,710000,1923
810,7980,1,0,810,0,255000,1928
2940,38009,1,0,1700,1240,528000,1977
4883,26040,2,3,3859,1024,537000,2006
1360,6110,1,0,1010,350,442000,1955
1370,19550,1,0,1370,0,375000,1978
2120,3220,2,0,2120,0,637250,2005
1240,7200,1,0,1240,0,427500,1942
2770,89298,2,0,2770,0,700000,2004
1660,5750,1,0,1080,580,680000,1909
1170,8251,1,0,1170,0,393820,1941
2470,7200,1,0,1350,1120,525000,1940
1310,3816,1,0,1110,200,505000,1929
1670,11337,1,1,1670,0,555565,1959
1660,10819,1,0,1240,420,650000,1942
3500,7254,2,0,2760,740,632500,2005
1440,3800,2,0,1440,0,269000,2005
2360,7716,1,0,1390,970,405000,1978
3460,15745,2,0,3460,0,845000,1986
1750,8820,1,0,1750,0,234000,1961
1470,4236,1.5,0,1470,0,638000,1946
1710,10950,1,0,1060,650,290000,1967
520,12981,1,0,520,0,262000,1920
2350,5835,2,0,2350,0,270000,2003
2380,4876,2,0,2240,140,875000,1948
1920,7840,2,0,1920,0,299000,1982
1580,6000,1,0,1580,0,551000,1947
3070,5280,2,1,2360,710,350000,1950
2660,13367,2,2,2660,0,1.90E+06,1992
1700,5000,1,0,850,850,511718,1915
5010,49222,2,0,3710,1300,965000,1978
2680,4673,2,0,2680,0,475000,1999
2720,4000,1.5,2,1840,880,1.06E+06,1928
940,15450,1,0,940,0,252000,1926
3596,13700,1,0,1798,1798,580000,1964
1240,1172,2,0,1000,240,374950,2008
4660,9900,2,2,2600,2060,739000,1979
1710,7200,1,0,910,800,271000,1975
930,7550,1,0,930,0,230000,1986
1430,9150,1,0,1070,360,210000,1984
1650,5700,2,0,1650,0,350000,1988
1560,12000,1,0,1110,450,491500,1968
1870,9825,1,0,1250,620,325000,1994
1320,7625,1,0,1320,0,190000,1987
1400,4690,1.5,0,1400,0,658600,1945
1940,8951,1,0,1300,640,299950,1958
2000,3000,1.5,0,1200,800,464000,1931
1640,18144,1.5,0,1640,0,308000,1942
1020,7650,1,0,1020,0,625000,1919
1630,9450,1,0,1080,550,240000,1977
2940,35996,2,0,2940,0,530000,1995
2120,8944,2,4,2120,0,1.00E+06,1939
790,2400,1,0,790,0,439000,1918
2020,6200,1,0,1010,1010,575000,1948
1530,7238,1,0,1530,0,418000,1959
3250,10949,2,0,2940,310,1.21E+06,1930
2930,3200,1.5,0,2130,800,1.10E+06,1925
3150,8550,2,0,3150,0,1.90E+06,2007
2180,40278,2,0,2180,0,580000,1985
1040,7372,1,0,840,200,380000,1939
880,5375,1,0,880,0,256000,1924
1400,7066,1,0,1400,0,349950,1957
2600,7200,2,0,2600,0,691500,1962
1590,2500,1.5,0,1190,400,556000,1908
1610,7084,1,0,1280,330,218000,1968
1390,4500,1.5,0,1390,0,425000,1908
3710,38509,2,0,3710,0,935000,1998
2360,11300,1,0,2360,0,732000,1974
1440,10330,1,0,1440,0,805500,1952
1400,5750,1,2,1100,300,507250,1915
4600,67369,2,0,4600,0,800000,1990
2100,8276,2,1,2100,0,600000,1979
2010,12044,1,0,2010,0,627800,1982
2550,6000,2,0,1860,690,660000,1902
1240,3649,2,0,1240,0,153503,1986
2090,9163,1,0,1460,630,456500,1975
2770,8100,2,0,2770,0,1.31E+06,2002
3560,11448,2,0,3560,0,843500,1997
1240,4080,1,0,1240,0,625000,1925
1640,4080,1,0,840,800,527000,1921
3940,13738,1.5,3,3940,0,1.97E+06,1951
3150,50094,2,0,3150,0,1.00E+06,1969
2550,5300,2,0,1720,830,855000,1908
3940,27591,2,3,3440,500,725000,2000
580,7200,1,0,580,0,315000,2000
1330,16000,1,0,1330,0,180000,1978
930,5000,1,3,930,0,700000,1926
1060,8625,2,0,1060,0,476500,1962
1180,9048,1,0,1180,0,193000,1960
1850,6663,2,0,1850,0,295000,1990
820,4880,1,0,820,0,363000,1925
3600,21794,2,0,3600,0,875000,1990
1850,8250,1,0,1150,700,257200,1952
2240,11250,1,0,2240,0,555000,1968
1860,15559,2,0,1860,0,380000,1963
2390,7330,2,0,2390,0,282000,1989
2040,6034,2,0,2040,0,545000,1990
1900,5000,1.5,0,1640,260,550000,1926
1900,5000,1.5,0,1640,260,921500,1926
2200,2880,2,0,1440,760,885000,1904
2280,6660,1.5,2,1960,320,820000,1940
1090,7315,1,0,1090,0,289000,1981
670,5750,1,0,670,0,334000,1942
1050,5233,1,0,1050,0,206000,1906
2090,10733,1,0,1440,650,491950,1958
2030,7770,2,0,2030,0,430000,2003
1250,7995,1,0,1250,0,208000,1980
2600,6390,1,0,1390,1210,245000,1978
640,2500,1,0,640,0,426000,1918
2120,3742,2,0,2120,0,400000,2006
1330,5100,1,0,900,430,553000,1942
750,4680,1,0,750,0,296000,1948
2230,32660,1,0,2230,0,428000,1977
1890,6156,1,0,980,910,325000,1980
820,6366,1,0,820,0,294000,1952
1880,8424,1,0,1380,500,410000,1977
2360,57514,2,0,2360,0,590000,1939
1850,4050,2,0,1850,0,445000,1985
2310,5362,2,4,2010,300,921000,1928
2520,37616,1,0,2520,0,496000,1955
800,8550,1,0,800,0,95000,1947
1580,6396,1,0,790,790,359000,1945
2430,88426,1,0,1570,860,452500,1985
2350,6200,1.5,0,1410,940,555000,1946
3800,42316,1.5,0,3800,0,549900,1984
3670,10583,1,0,2060,1610,569000,1952
1780,7350,1,0,900,880,318500,1974
1295,1093,2,0,1105,190,487028,2007
1350,7560,1,0,950,400,240000,1959
1440,9806,1,0,1440,0,253000,1965
1320,38125,1,0,1120,200,380000,1947
700,16828,1,0,700,0,250000,1958
2510,19141,2,0,2510,0,368500,1977
3180,27586,1,0,1400,1780,340000,1969
910,4000,1,0,910,0,400000,1918
1570,4625,1.5,0,1570,0,835000,1927
2450,7062,2,0,2450,0,299000,1993
4910,6600,2.5,0,3580,1330,1.68E+06,1910
1570,5706,1,0,1570,0,265000,1998
2680,7513,2,0,2680,0,437500,1998
2090,4725,2,0,1610,480,865000,1947
2150,7200,1,0,2150,0,626000,1988
1140,1118,2,0,1040,100,247300,2009
4230,20377,2,0,4230,0,2.08E+06,1997
1790,6000,1.5,0,1790,0,425000,1937
3100,10200,1,4,1660,1440,905000,1970
2220,2550,3,2,2220,0,641250,1990
2370,9679,2,0,2370,0,675000,1984
4070,115434,2,0,4070,0,845000,2002
1790,8400,1,0,1260,530,401500,1954
1610,3755,2,0,1610,0,395000,1987
2830,18050,1,0,1630,1200,1.10E+06,1958
1010,5490,1,0,1010,0,145000,1954
1560,3825,1.5,0,1390,170,900000,1930
1330,8636,1,0,1330,0,374500,1968
2330,10451,2,0,2330,0,850000,1965
960,5750,1,0,960,0,490000,1951
1710,6773,2,0,1710,0,304000,1993
2230,7200,1,0,1300,930,400000,1963
1700,10000,2,0,1700,0,454000,1992
1040,4750,1,0,850,190,160000,1950
1070,8030,1,0,1070,0,542000,1966
3600,17300,1,0,2410,1190,403500,1968
2750,8471,2,0,2750,0,418000,2003
1920,6000,2,1,1920,0,406000,1951
1770,10000,1,0,1340,430,242500,1978
2460,5440,2,0,2460,0,425000,2003
1550,4815,1.5,0,1550,0,613000,1909
1460,11481,1,0,1170,290,189000,1995
2440,9450,1.5,0,2440,0,700000,1947
1640,6516,1.5,0,1440,200,750000,1935
1290,4650,1,0,1290,0,494000,1906
3150,7778,2,0,3150,0,700000,2000
2305,5580,1,0,2305,0,705000,2007
1060,16470,1,0,1060,0,356000,1977
2060,12558,1,0,1350,710,625000,1984
900,7500,1,0,900,0,144975,1940
3890,5906,2,3,3060,830,970000,2004
1910,12596,1,0,1340,570,415000,1977
2340,7048,1,0,1340,1000,485000,1979
2900,11769,2,0,2900,0,799950,1997
3290,35001,2,0,3290,0,783350,1991
630,1362,1,0,630,0,430000,1943
5410,13431,2,0,5050,360,2.54E+06,1941
4270,43386,1,0,2680,1590,975000,1991
1700,8050,1,0,1130,570,950000,1950
1430,8157,1.5,0,1150,280,350000,1944
2850,7510,2,0,2850,0,637000,2008
2160,105415,1,0,2160,0,895000,1991
1760,7200,1,0,880,880,579000,1946
2700,27072,1,0,1380,1320,314900,1958
860,6000,1,0,860,0,122000,1945
880,3000,1,0,880,0,405000,1927
1360,1349,2,0,1050,310,553650,1997
1770,1853,3,0,1770,0,369900,2007
2030,24829,1,0,1220,810,225000,1979
1180,9350,1,0,1180,0,160000,1918
2430,199940,1,0,1310,1120,449500,1961
1300,8266,1,0,1300,0,650000,1953
2360,43088,2,0,2360,0,542126,1977
1200,15606,1,0,1200,0,309950,1985
1000,16524,1,0,1000,0,115000,1913
1556,20000,1,0,1556,0,221700,1957
1890,3880,1.5,0,1460,430,726000,1915
1810,5733,1,0,1010,800,515000,1926
2730,10753,2,0,2730,0,756000,1991
3070,5850,2,0,2400,670,1.57E+06,1927
2080,12007,1,0,1220,860,442000,1979
1620,7992,2,0,1620,0,260000,1975
1150,2723,1,0,770,380,390000,1923
1250,3825,1,0,850,400,459500,1929
1430,8000,1,0,1430,0,330000,1948
790,7128,1,0,790,0,189000,1944
1200,9322,1.5,0,1200,0,280000,1954
2110,9519,1,0,2110,0,400000,1948
3160,11193,1,0,2410,750,368000,1942
2700,7875,1.5,0,2700,0,390000,1968
820,7475,1,0,820,0,245000,1945
1800,8432,1,0,1200,600,375000,1960
1750,12491,1,0,1390,360,465000,1961
1540,67953,1,0,1540,0,445000,1997
1130,7800,1,0,1130,0,250000,1952
1500,9416,1,0,1500,0,475500,1952
1600,5795,1.5,0,1600,0,672324,1940
1200,5029,1,0,880,320,420000,1937
1690,5100,1.5,0,1690,0,515000,1907
2270,7665,2,0,2270,0,732350,1986
1910,5000,2,0,1910,0,297500,2005
1640,2720,1.5,0,1640,0,475000,1929
2120,6497,2,0,2120,0,414000,2003
1400,8840,1,0,1400,0,357250,1952
760,6000,1,0,760,0,289950,1950
1070,3713,1,0,1070,0,550000,1917
1460,9998,1,0,960,500,446000,1958
1280,16738,1.5,0,1280,0,279000,1932
1650,4859,2,0,1650,0,370000,1988
1260,4125,1,0,1260,0,216000,1998
2200,20000,1,1,1400,800,1.10E+06,1952
3560,15450,1,1,2060,1500,1.28E+06,1977
1140,2500,1,1,630,510,355000,1988
2550,7312,2,0,2550,0,699000,1988
1553,1991,3,0,1553,0,412000,2014
1140,7200,1,0,1140,0,276000,1923
790,6426,1,0,790,0,100000,1944
2130,5080,1.5,0,2130,0,955500,1914
1390,21262,1,0,1390,0,199000,1958
4000,15253,2,0,4000,0,762000,2007
1520,7983,1,0,1520,0,425000,1967
1657,5031,2,0,1657,0,546000,1910
1680,8460,1,0,1180,500,419600,1976
2270,5102,1,0,1340,930,735000,1954
2470,609,3,0,1910,560,1.23E+06,2011
1240,2500,2,0,1240,0,445000,1985
1740,41275,1,0,1740,0,665000,1974
4090,290980,1,0,2920,1170,1.29E+06,2002
2520,12500,2,0,1720,800,508500,1979
1340,11198,1.5,0,1340,0,345950,1934
1640,9750,1,0,1640,0,207500,1968
3000,10920,1,0,1550,1450,1.08E+06,1969
1210,3720,2,0,1210,0,640000,1930
1810,13068,1,0,1360,450,329500,1941
2200,9676,1,0,1500,700,460000,1979
2200,14630,1.5,1,2200,0,1.23E+06,1948
2350,6480,2,3,1650,700,805000,1924
1090,10454,1,0,1090,0,200000,1963
2280,77972,1,0,1460,820,749700,1977
1430,1650,3,0,1430,0,288000,1999
1520,3360,1,0,830,690,535000,1927
1620,7150,1,2,1280,340,330000,1950
1510,3750,1.5,0,1510,0,479200,1928
3001,5710,2,0,3001,0,373000,2006
2020,6000,1,0,1010,1010,355000,1953
1380,4500,1,0,1380,0,275000,2008
1520,4288,1,0,1020,500,380000,1949
1090,4590,1,0,790,300,417000,1915
4220,15959,2,0,4220,0,1.17E+06,2004
2520,12000,1,0,2520,0,598500,1978
1760,5000,1,0,960,800,629000,1920
930,6600,1,0,930,0,226950,1957
2600,11542,1.5,0,2200,400,1.23E+06,1939
2180,11100,1,0,1700,480,415000,1979
1910,3075,2,0,1910,0,595000,2001
1100,5525,1,0,1100,0,209950,1968
1760,235224,1,0,1760,0,568000,1973
700,3180,1,0,480,220,119900,1951
1080,10200,1,0,1080,0,207000,1962
1070,22489,1,0,1070,0,195000,1967
1460,8710,1,0,1460,0,324950,1955
1050,7583,1,0,1050,0,210000,1947
3160,42733,2,0,3160,0,1.08E+06,1995
1400,6739,1,0,1000,400,325088,1954
3120,157875,2,0,3120,0,790000,1977
720,212137,1,0,720,0,150000,1982
2840,206910,2,0,2840,0,790000,1999
1220,2500,1,0,770,450,255000,1910
2820,2850,1.5,0,1860,960,697000,1928
840,5000,1,0,840,0,457500,1908
1610,5100,1.5,0,1610,0,690000,1940
1860,4356,2,0,1860,0,967000,1917
2260,17711,1,1,2260,0,980000,1968
2450,14803,2,0,2450,0,619420,1988
850,3276,1,0,850,0,389000,1910
1800,7200,1,0,1020,780,500000,1964
1230,7890,1,1,1090,140,569000,1950
2060,8540,1,0,1540,520,425000,1967
2750,6180,1,0,1500,1250,635000,1948
1120,9912,1,0,1120,0,256500,1980
3010,11393,2,0,3010,0,695000,2005
1580,5000,1.5,0,1390,190,535000,1945
2630,5379,2,0,2630,0,454200,2004
790,5800,1,0,790,0,418500,1943
3110,35235,2,0,3110,0,749950,1983
2130,5489,1,0,1370,760,338500,1999
4520,9240,1.5,2,3270,1250,1.25E+06,1992
1600,9830,2,0,1600,0,299950,1993
1950,12500,1,0,1330,620,325000,1963
2010,8171,2,0,2010,0,434000,1973
2550,8976,1,0,1300,1250,328950,1978
5340,10655,2.5,3,3740,1600,2.10E+06,1912
2000,46902,2,0,2000,0,570000,1978
2170,5001,2,0,2170,0,802000,2014
1550,6840,1.5,0,1550,0,525000,1918
2790,4550,2.5,0,2790,0,700000,1907
1980,273556,1,0,1040,940,350000,1956
1190,1236,3,0,1190,0,277500,2005
3650,20150,1,0,2360,1290,1.58E+06,1975
1510,4350,1.5,0,1510,0,195000,1913
1200,6074,1,0,1200,0,222000,1968
2830,8854,1,0,1500,1330,865000,1979
1650,6000,1,0,1000,650,445000,1959
1710,4600,1.5,0,1710,0,495800,1924
1740,4400,1.5,0,1740,0,548500,1924
1840,10723,1,0,1220,620,310000,1974
1820,8585,1,0,1820,0,205000,1962
3860,6901,2,0,3860,0,470000,2003
1810,349351,1.5,0,1810,0,430000,2002
1030,2271,3,0,1030,0,310000,1999
1410,7693,1.5,0,1410,0,355000,1953
2140,15950,1,2,1370,770,621500,1968
1930,8400,1,0,1030,900,175000,1971
1930,8400,1,0,1030,900,326000,1971
1930,5400,1.5,2,1930,0,690000,1920
2210,7214,2,0,2210,0,335000,2003
1360,11175,1,0,1360,0,197000,1961
1830,7969,1,0,930,900,312500,1950
2120,6710,1,0,1420,700,436000,1959
2700,4590,2,0,2700,0,1.02E+06,2002
3160,35225,2,1,2250,910,805000,1992
2770,13129,2,0,2770,0,652427,1979
2240,41339,1,0,2240,0,1.01E+06,1945
2570,6466,2,0,2570,0,355000,1999
880,12000,1,0,880,0,334550,1939
1820,9670,2,0,1820,0,557500,1984
1660,7184,1,0,1110,550,277500,1963
2200,10800,1,0,2200,0,300000,1960
1640,3844,1.5,0,1460,180,325000,1928
1650,3504,1,0,760,890,402500,1951
1420,5170,1,0,1420,0,461000,1963
1270,3840,1.5,0,1270,0,540000,1926
1070,4000,1,0,1070,0,385000,1971
1060,3040,1,0,860,200,480000,1924
2190,7149,1,1,1240,950,539950,1963
1940,217800,2,0,1940,0,529000,1990
1300,877,2,0,1060,240,417000,2008
1330,12500,1,0,1330,0,405000,1966
1940,9100,1,0,1630,310,299000,1966
2100,15480,1,0,2100,0,299000,1983
1290,5500,1,0,980,310,372220,1951
1560,1750,1,0,780,780,494400,1904
2630,6500,1,0,1330,1300,280000,1958
2100,6021,2,0,2100,0,277950,1992
2070,54557,2,0,2070,0,770000,1996
2960,28005,2,0,2960,0,760000,1989
1300,3608,1,0,1300,0,230000,2004
2520,7731,2,0,2520,0,525000,1994
1150,6000,1.5,0,1150,0,307000,1927
2030,9600,1.5,0,1430,600,253779,1947
1880,7400,1,0,1480,400,405000,1968
2320,11250,2,0,2320,0,360000,1942
